TOKEN,POS,LEMMA,SENTIMENT,SOURCE,SENSE
герпетический,Adj,герпетический,negative,fact,""
гибельный,Adj,гибельный,negative,opinion,""
гиблый,Adj,гиблый,negative,opinion,""
гигантский,Adj,гигантский,neutral,opinion,""
гиперинфляционный,Adj,гиперинфляционный,negative,fact,""
гипертермический,Adj,гипертермический,negative,fact,""
гипертонический,Adj,гипертонический,negative,fact,""
гламурный,Adj,гламурный,negative,opinion,""
глаукомный,Adj,глаукомный,negative,fact,""
глубокий,Adj,глубокий,neutral,operator,"ГЛУБОКИЙ (СИЛЬНЫЙ)"
глубокий,Adj,глубокий,neutral,opinion,"ГЛУБОКИЙ, БОЛЬШОЙ ПО ГЛУБИНЕ"
глубокий,Adj,глубокий,positive,opinion,"ГЛУБИНА,ОСНОВАТЕЛЬНОСТЬ"
глубокомысленный,Adj,глубокомысленный,positive,opinion,""
глупенький,Adj,глупенький,negative,opinion,""
глуповатый,Adj,глуповатый,negative,opinion,""
глупый,Adj,глупый,negative,opinion,""
глухой,Adj,глухой,negative,fact,"ГЛУХОЙ,СЛАБОСЛЫШАЩИЙ"
глухой,Adj,глухой,negative,opinion,"БЕСЧУВСТВЕННЫЙ,ГЛУХОЙ"
глухой,Adj,глухой,neutral,fact,"ГЛУХОЙ (СПЛОШНОЙ)"
глухой,Adj,глухой,neutral,feeling,"ГЛУХОЙ,ГЛУХО ЗВУЧАЩИЙ"
глючный,Adj,глючный,negative,fact,""
гневный,Adj,гневный,negative,opinion,""
гнилой,Adj,гнилой,negative,fact,"ГНИЛОЙ,СГНИВШИЙ"
гнилой,Adj,гнилой,negative,opinion,"ГНИЛОЙ (ВРЕДНЫЙ,НЕЗДОРОВЫЙ)"
гнилостный,Adj,гнилостный,negative,opinion,""
гнойниковый,Adj,гнойниковый,negative,fact,""
гнойный,Adj,гнойный,negative,fact,""
гнусный,Adj,гнусный,negative,opinion,""
головастый,Adj,головастый,neutral,fact,"БОЛЬШЕГОЛОВЫЙ,ГОЛОВАСТЫЙ"
головастый,Adj,головастый,positive,opinion,"СООБРАЗИТЕЛЬНЫЙ"
головокружительный,Adj,головокружительный,negative,feeling,"ГОЛОВОКРУЖЕНИЕ"
головокружительный,Adj,головокружительный,positive,opinion,"ГОЛОВОКРУЖИТЕЛЬНЫЙ (ПОТРЯСАЮЩИЙ)"
голодный,Adj,голодный,negative,opinion,""
гололедичный,Adj,гололедичный,negative,fact,""
гололедный,Adj,гололедный,negative,fact,""
голословный,Adj,голословный,negative,opinion,""
гомофобский,Adj,гомофобский,negative,fact,""
гордый,Adj,гордый,positive,feeling,""
горемычный,Adj,горемычный,negative,opinion,""
горестный,Adj,горестный,negative,opinion,""
горький,Adj,горький,negative,feeling,""
горьковатый,Adj,горьковатый,negative,opinion,""
горячечный,Adj,горячечный,negative,feeling,""
горячий,Adj,горячий,negative,opinion,"ВСПЫЛЬЧИВЫЙ,ЗАПАЛЬЧИВЫЙ"
горячий,Adj,горячий,negative,opinion,"ГОРЯЧИЙ (НАПРЯЖЕННЫЙ)"
горячий,Adj,горячий,neutral,opinion,"ГОРЯЧИЙ ПО ТЕМПЕРАТУРЕ"
горячий,Adj,горячий,positive,opinion,"ПЫЛКИЙ,СТРАСТНЫЙ,ГОРЯЧИЙ"
гостеприимный,Adj,гостеприимный,positive,opinion,""
готовый,Adj,готовый,positive,opinion,""
грабительский,Adj,грабительский,negative,opinion,""
градобитный,Adj,градобитный,negative,fact,""
градобойный,Adj,градобойный,negative,fact,""
грамотный,Adj,грамотный,positive,opinion,""
гребанный,Adj,гребанный,negative,opinion,""
гребаный,Adj,гребаный,negative,opinion,""
греховный,Adj,греховный,negative,opinion,""
грешный,Adj,грешный,negative,opinion,""
грибковый,Adj,грибковый,negative,fact,""
гриппозный,Adj,гриппозный,negative,fact,""
грозный,Adj,грозный,negative,opinion,""
громадный,Adj,громадный,neutral,opinion,""
громоздкий,Adj,громоздкий,negative,opinion,""
грошовый,Adj,грошовый,negative,opinion,""
грубейший,Adj,грубейший,negative,opinion,""
грубоватый,Adj,грубоватый,negative,opinion,""
грубый,Adj,грубый,negative,opinion,""
грузный,Adj,грузный,negative,opinion,""
грустноватый,Adj,грустноватый,negative,opinion,""
грустный,Adj,грустный,negative,opinion,""
грыжевой,Adj,грыжевой,negative,fact,""
грыжевый,Adj,грыжевый,negative,fact,""
грязненький,Adj,грязненький,negative,opinion,""
грязноватый,Adj,грязноватый,negative,opinion,""
грязный,Adj,грязный,negative,opinion,""
губительный,Adj,губительный,negative,opinion,""
гуманный,Adj,гуманный,positive,opinion,""
гурманский,Adj,гурманский,positive,opinion,""
гяурский,Adj,гяурский,negative,opinion,""
далекий,Adj,далекий,negative,opinion,"ЧУЖДЫЙ,ДАЛЕКИЙ"
далекий,Adj,далекий,neutral,opinion,"ДАЛЕКИЙ ПО ВРЕМЕНИ"
далекий,Adj,далекий,neutral,opinion,"ДАЛЕКИЙ ПО РАССТОЯНИЮ"
дальновидный,Adj,дальновидный,positive,opinion,""
даровитый,Adj,даровитый,positive,opinion,""
двоевластный,Adj,двоевластный,negative,fact,""
двоедушный,Adj,двоедушный,negative,opinion,""
двойственный,Adj,двойственный,negative,opinion,""
двоякий,Adj,двоякий,negative,opinion,""
двуликий,Adj,двуликий,negative,opinion,""
двуличный,Adj,двуличный,negative,opinion,""
двурушнический,Adj,двурушнический,negative,opinion,""
двусмысленный,Adj,двусмысленный,negative,opinion,""
дебильный,Adj,дебильный,negative,opinion,""
дебоширский,Adj,дебоширский,negative,opinion,""
девальвационный,Adj,девальвационный,negative,fact,""
девственный,Adj,девственный,positive,opinion,""
дегенеративный,Adj,дегенеративный,negative,fact,""
дегенерационный,Adj,дегенерационный,negative,fact,""
дедовский,Adj,дедовский,negative,opinion,"УСТАРЕЛЫЙ,НЕСОВРЕМЕННЫЙ"
дедовский,Adj,дедовский,neutral,fact,"ДАВНИЙ,ДАВНО СУЩЕСТВУЮЩИЙ"
дедовский,Adj,дедовский,neutral,fact,"ДЕД (РОДСТВЕННИК)"
дееспособный,Adj,дееспособный,positive,opinion,""
дезертирский,Adj,дезертирский,negative,opinion,""
дезинформационный,Adj,дезинформационный,negative,opinion,""
дезорганизаторский,Adj,дезорганизаторский,negative,opinion,""
действенный,Adj,действенный,positive,opinion,""
декларативный,Adj,декларативный,negative,opinion,""
деланный,Adj,деланный,negative,opinion,""
деликатный,Adj,деликатный,negative,opinion,"ДЕЛИКАТНЫЙ (ЗАТРУДНИТЕЛЬНЫЙ)"
деликатный,Adj,деликатный,positive,opinion,"ДЕЛИКАТНЫЙ,ТАКТИЧНЫЙ"
деловитый,Adj,деловитый,positive,opinion,""
деловой,Adj,деловой,neutral,fact,"ЗАНЯТИЕ,ДЕЯТЕЛЬНОСТЬ"
